tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
s__italica,g__Nautella,rank_6,s__italica,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Nautella,s__italica
s__sp._NRRL_S-1521,g__Streptomyces,rank_6,s__sp._NRRL_S-1521,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._NRRL_S-1521
s__baratii,g__Clostridium,rank_6,s__baratii,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__baratii
s__sacchari,g__Amycolatopsis,rank_6,s__sacchari,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Amycolatopsis,s__sacchari
s__johnsonii,g__Actinomyces,rank_6,s__johnsonii,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__johnsonii
s__yuanmingense,g__Bradyrhizobium,rank_6,s__yuanmingense,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__yuanmingense
s__casei,g__Brevibacterium,rank_6,s__casei,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,s__casei
s__shilonii,g__Vibrio,rank_6,s__shilonii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__shilonii
s__pseudosasicola,g__Methylobacterium,rank_6,s__pseudosasicola,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__pseudosasicola
s__harzianum,g__Trichoderma,rank_6,s__harzianum,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__harzianum
s__sp._4F,g__Streptomyces,rank_6,s__sp._4F,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._4F
s__bacterium_13_1_40CM_3_56_11,p__Acidobacteria,rank_2,s__bacterium_13_1_40CM_3_56_11,Root,k__Bacteria,p__Acidobacteria,s__bacterium_13_1_40CM_3_56_11,,,,
s__sp._YR242,g__Roseateles,rank_5,s__sp._YR242,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,g__Roseateles,s__sp._YR242,
s__bacterium_HLUCCO07,f__Rhodobacteraceae,rank_5,s__bacterium_HLUCCO07,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,s__bacterium_HLUCCO07,
s__flexus,g__Bacillus,rank_6,s__flexus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__flexus
s__sp._CPSM8,g__Bacillus,rank_6,s__sp._CPSM8,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__sp._CPSM8
s__luteolum,g__Pelagibacterium,rank_6,s__luteolum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Pelagibacterium,s__luteolum
s__luchuensis,g__Aspergillus,rank_6,s__luchuensis,Root,k__Eukaryota,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__luchuensis
s__sp._KO164,g__Thalassospira,rank_6,s__sp._KO164,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Thalassospira,s__sp._KO164
g__Glutamicibacter,f__Micrococcaceae,rank_5,g__Glutamicibacter,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,
s__halophytocola,g__Glutamicibacter,rank_6,s__halophytocola,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,s__halophytocola
s__pharaonis,g__Natronomonas,rank_6,s__pharaonis,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__pharaonis
s__kroppenstedtii,g__Corynebacterium,rank_6,s__kroppenstedtii,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__kroppenstedtii
s__sp._Root101,g__Phycicoccus,rank_6,s__sp._Root101,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Phycicoccus,s__sp._Root101
s__sp._DSM_25558,g__Agrobacterium,rank_6,s__sp._DSM_25558,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__sp._DSM_25558
s__huakuii,g__Mesorhizobium,rank_6,s__huakuii,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__huakuii
g__Cosenzaea,f__Morganellaceae,rank_5,g__Cosenzaea,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Morganellaceae,g__Cosenzaea,
s__myxofaciens,g__Cosenzaea,rank_6,s__myxofaciens,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Morganellaceae,g__Cosenzaea,s__myxofaciens
s__sp._OB1,g__Labrenzia,rank_6,s__sp._OB1,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Labrenzia,s__sp._OB1
s__sp._Leaf400,g__Ramlibacter,rank_6,s__sp._Leaf400,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Ramlibacter,s__sp._Leaf400
o__Agaricales,c__Agaricomycetes,rank_3,o__Agaricales,Root,k__Eukaryota,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,
f__Marasmiaceae,o__Agaricales,rank_4,f__Marasmiaceae,Root,k__Eukaryota,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Marasmiaceae,,
g__Moniliophthora,f__Marasmiaceae,rank_5,g__Moniliophthora,Root,k__Eukaryota,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Marasmiaceae,g__Moniliophthora,
s__roreri,g__Moniliophthora,rank_6,s__roreri,Root,k__Eukaryota,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Marasmiaceae,g__Moniliophthora,s__roreri
s__cedrina,g__Pseudomonas,rank_6,s__cedrina,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__cedrina
s__sp._BR_10245,g__Bradyrhizobium,rank_6,s__sp._BR_10245,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__sp._BR_10245
s__sp._R57-5,g__Halomonas,rank_6,s__sp._R57-5,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__sp._R57-5
s__mediterranei,g__Amycolatopsis,rank_6,s__mediterranei,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Amycolatopsis,s__mediterranei
g__Hungatella,f__Clostridiaceae,rank_5,g__Hungatella,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Hungatella,
s__hathewayi,g__Hungatella,rank_6,s__hathewayi,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Hungatella,s__hathewayi
s__alfalfae,g__Streptomyces,rank_6,s__alfalfae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__alfalfae
s__sp._Y4.1MC1,g__Geobacillus,rank_6,s__sp._Y4.1MC1,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Geobacillus,s__sp._Y4.1MC1
s__sp._Crenshaw,g__Enterobacter,rank_6,s__sp._Crenshaw,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__sp._Crenshaw
s__sp._OLGA172,g__Burkholderia,rank_6,s__sp._OLGA172,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__sp._OLGA172
s__sp._PSBB021,g__Cellulomonas,rank_6,s__sp._PSBB021,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__sp._PSBB021
s__oryzihabitans,g__Pseudomonas,rank_6,s__oryzihabitans,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__oryzihabitans
s__ginsengisoli,g__Brachybacterium,rank_6,s__ginsengisoli,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Dermabacteraceae,g__Brachybacterium,s__ginsengisoli
g__Desulfosporosinus,f__Peptococcaceae,rank_5,g__Desulfosporosinus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfosporosinus,
s__sp._BG,g__Desulfosporosinus,rank_6,s__sp._BG,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfosporosinus,s__sp._BG
s__sp._MSMB0852,g__Burkholderia,rank_6,s__sp._MSMB0852,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__sp._MSMB0852
s__hansupus,g__Myxococcus,rank_6,s__hansupus,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__Myxococcus,s__hansupus
s__sp._TTU2014-105ASC,g__Pseudomonas,rank_6,s__sp._TTU2014-105ASC,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._TTU2014-105ASC
s__concitans,g__Caballeronia,rank_6,s__concitans,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Caballeronia,s__concitans
s__sp._NFIX27,g__Klebsiella,rank_6,s__sp._NFIX27,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__sp._NFIX27
s__erythrophlei,g__Bradyrhizobium,rank_6,s__erythrophlei,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__erythrophlei
s__marinuse7,g__Roseivivax,rank_6,s__marinuse7,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseivivax,s__marinuse7
s__philomiragia,g__Francisella,rank_6,s__philomiragia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Francisellaceae,g__Francisella,s__philomiragia
s__imtechensis,g__Rhodococcus,rank_6,s__imtechensis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__imtechensis
s__sp._LM3,g__Deinococcus,rank_6,s__sp._LM3,Root,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__sp._LM3
s__sp._MMS16-BH015,g__Kitasatospora,rank_6,s__sp._MMS16-BH015,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Kitasatospora,s__sp._MMS16-BH015
s__autumnalis,g__Thalassobius,rank_6,s__autumnalis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Thalassobius,s__autumnalis
s__svalbardensis,g__Janthinobacterium,rank_6,s__svalbardensis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Janthinobacterium,s__svalbardensis
s__acididurans,g__Desulfosporosinus,rank_6,s__acididurans,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfosporosinus,s__acididurans
s__genomosp._6,g__Agrobacterium,rank_6,s__genomosp._6,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__genomosp._6
s__depauperatus,g__Cryptococcus,rank_6,s__depauperatus,Root,k__Eukaryota,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Cryptococcus,s__depauperatus
s__oxalativorans,g__Pandoraea,rank_6,s__oxalativorans,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pandoraea,s__oxalativorans
s__denitrificanse4,g__Paracoccus,rank_6,s__denitrificanse4,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,s__denitrificanse4
g__Halogranum,f__Haloferacaceae,rank_5,g__Halogranum,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Halogranum,
s__rubrume3,g__Halogranum,rank_6,s__rubrume3,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Halogranum,s__rubrume3
s__sp._AD45,g__Rhodococcus,rank_6,s__sp._AD45,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__sp._AD45
s__sp._GA-2945b,g__Mycobacterium,rank_6,s__sp._GA-2945b,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__sp._GA-2945b
s__sp._HMSC062H10,g__Staphylococcus,rank_6,s__sp._HMSC062H10,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__sp._HMSC062H10
g__Methylibium,o__Burkholderiales,rank_4,g__Methylibium,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,g__Methylibium,,
s__sp._T29,g__Methylibium,rank_5,s__sp._T29,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,g__Methylibium,s__sp._T29,
g__Claviceps,f__Clavicipitaceae,rank_5,g__Claviceps,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Claviceps,
s__purpurea,g__Claviceps,rank_6,s__purpurea,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Claviceps,s__purpurea
s__saliphilus,g__Paracoccus,rank_6,s__saliphilus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,s__saliphilus
s__sp._LNJC372A00,g__Mesorhizobium,rank_6,s__sp._LNJC372A00,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__sp._LNJC372A00
s__enhydra,g__Devosia,rank_6,s__enhydra,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Devosia,s__enhydra
s__sp._Ae331_Ps2,g__Pseudonocardia,rank_6,s__sp._Ae331_Ps2,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Pseudonocardia,s__sp._Ae331_Ps2
s__sp._HMSC066C03,g__Staphylococcus,rank_6,s__sp._HMSC066C03,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__sp._HMSC066C03
s__wuianus,g__Polynucleobacter,rank_6,s__wuianus,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Polynucleobacter,s__wuianus
s__atlanticae1,g__Thioclava,rank_6,s__atlanticae1,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Thioclava,s__atlanticae1
s__sp._JCM_18902,g__Psychrobacter,rank_6,s__sp._JCM_18902,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__sp._JCM_18902
s__sp._136MFCol5.1,g__Streptomyces,rank_6,s__sp._136MFCol5.1,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._136MFCol5.1
s__balustinum,g__Chryseobacterium,rank_6,s__balustinum,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Chryseobacterium,s__balustinum
s__sp._MS1601,g__Mycobacterium,rank_6,s__sp._MS1601,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__sp._MS1601
g__Flammeovirga,f__Flammeovirgaceae,rank_5,g__Flammeovirga,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,g__Flammeovirga,
s__sp._SJP92,g__Flammeovirga,rank_6,s__sp._SJP92,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,g__Flammeovirga,s__sp._SJP92
s__paraense,g__Mycobacterium,rank_6,s__paraense,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__paraense
c__Liliopsida,p__Streptophyta,rank_2,c__Liliopsida,Root,k__Eukaryota,p__Streptophyta,c__Liliopsida,,,,
o__Poales,c__Liliopsida,rank_3,o__Poales,Root,k__Eukaryota,p__Streptophyta,c__Liliopsida,o__Poales,,,
f__Poaceae,o__Poales,rank_4,f__Poaceae,Root,k__Eukaryota,p__Streptophyta,c__Liliopsida,o__Poales,f__Poaceae,,
g__Oryza,f__Poaceae,rank_5,g__Oryza,Root,k__Eukaryota,p__Streptophyta,c__Liliopsida,o__Poales,f__Poaceae,g__Oryza,
s__sativa,g__Oryza,rank_6,s__sativa,Root,k__Eukaryota,p__Streptophyta,c__Liliopsida,o__Poales,f__Poaceae,g__Oryza,s__sativa
s__xanthomarina,g__Pseudomonas,rank_6,s__xanthomarina,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__xanthomarina
s__sp._LamerLS-316,g__Streptomyces,rank_6,s__sp._LamerLS-316,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._LamerLS-316
s__trehalosifermentans,g__Rodentibacter,rank_6,s__trehalosifermentans,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Rodentibacter,s__trehalosifermentans
s__hemsleyana,g__Nepenthes,rank_5,s__hemsleyana,Root,k__Eukaryota,p__Streptophyta,o__Caryophyllales,f__Nepenthaceae,g__Nepenthes,s__hemsleyana,
s__sp._IITKGP-BTPF85,g__Sphingobacterium,rank_6,s__sp._IITKGP-BTPF85,Root,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__sp._IITKGP-BTPF85
s__aegyptius,g__Haemophilus,rank_6,s__aegyptius,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__aegyptius
s__sp._Leaf122,g__Methylobacterium,rank_6,s__sp._Leaf122,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__sp._Leaf122
s__tofieldiae,g__Colletotrichum,rank_6,s__tofieldiae,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum,s__tofieldiae
g__Sphaerotilus,o__Burkholderiales,rank_4,g__Sphaerotilus,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,g__Sphaerotilus,,
s__natans,g__Sphaerotilus,rank_5,s__natans,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,g__Sphaerotilus,s__natans,
s__sp._DfronAA-171,g__Streptomyces,rank_6,s__sp._DfronAA-171,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._DfronAA-171
s__sp._24_E_1,g__Pseudomonas,rank_6,s__sp._24_E_1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._24_E_1
s__sp._Hiyo4,g__Arthrobacter,rank_6,s__sp._Hiyo4,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__sp._Hiyo4
s__rubripertincta,g__Gordonia,rank_6,s__rubripertincta,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Gordoniaceae,g__Gordonia,s__rubripertincta
f__Erwiniaceae,o__Enterobacterales,rank_4,f__Erwiniaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,,
g__Erwinia,f__Erwiniaceae,rank_5,g__Erwinia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__Erwinia,
s__Erwinia_dacicola,g__Erwinia,rank_6,s__Erwinia_dacicola,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__Erwinia,s__Erwinia_dacicola
s__marinuse8,g__Celeribacter,rank_6,s__marinuse8,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Celeribacter,s__marinuse8
g__Bombella,f__Acetobacteraceae,rank_5,g__Bombella,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Bombella,
s__intestini,g__Bombella,rank_6,s__intestini,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Bombella,s__intestini
s__sp._BACL10_MAG-121220-bin24,g__Rhodobacter,rank_6,s__sp._BACL10_MAG-121220-bin24,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rhodobacter,s__sp._BACL10_MAG-121220-bin24
s__aerolata,g__Skermanella,rank_6,s__aerolata,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Skermanella,s__aerolata
s__ureilyticum,g__Chryseobacterium,rank_6,s__ureilyticum,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Chryseobacterium,s__ureilyticum
s__genomosp._7,g__Agrobacterium,rank_6,s__genomosp._7,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__genomosp._7
g__Sinomonas,f__Micrococcaceae,rank_5,g__Sinomonas,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Sinomonas,
s__sp._R1AF57,g__Sinomonas,rank_6,s__sp._R1AF57,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Sinomonas,s__sp._R1AF57
g__Rhynchosporium,o__Helotiales,rank_4,g__Rhynchosporium,Root,k__Eukaryota,p__Ascomycota,c__Leotiomycetes,o__Helotiales,g__Rhynchosporium,,
s__secalis,g__Rhynchosporium,rank_5,s__secalis,Root,k__Eukaryota,p__Ascomycota,c__Leotiomycetes,o__Helotiales,g__Rhynchosporium,s__secalis,
g__Raphidiopsis,f__Aphanizomenonaceae,rank_4,g__Raphidiopsis,Root,k__Bacteria,p__Cyanobacteria,o__Nostocales,f__Aphanizomenonaceae,g__Raphidiopsis,,
s__curvatae1,g__Raphidiopsis,rank_5,s__curvatae1,Root,k__Bacteria,p__Cyanobacteria,o__Nostocales,f__Aphanizomenonaceae,g__Raphidiopsis,s__curvatae1,
s__laneus,g__Odoribacter,rank_6,s__laneus,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Odoribacter,s__laneus
g__Methyloceanibacter,o__Rhizobiales,rank_4,g__Methyloceanibacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,g__Methyloceanibacter,,
s__marginalise1,g__Methyloceanibacter,rank_5,s__marginalise1,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,g__Methyloceanibacter,s__marginalise1,
s__sp._WH_8020,g__Synechococcus,rank_5,s__sp._WH_8020,Root,k__Bacteria,p__Cyanobacteria,o__Synechococcales,f__Synechococcaceae,g__Synechococcus,s__sp._WH_8020,
s__odoratus,g__Myroides,rank_6,s__odoratus,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Myroides,s__odoratus
f__Aerococcaceae,o__Lactobacillales,rank_4,f__Aerococcaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,,
g__Aerococcus,f__Aerococcaceae,rank_5,g__Aerococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,
s__urinaehominis,g__Aerococcus,rank_6,s__urinaehominis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__urinaehominis
s__violacea,g__Lentzea,rank_6,s__violacea,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Lentzea,s__violacea
